swing,pair,item,value,n
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:swingPlaneIotaBack:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:swingPlaneIotaDown:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:tempoBackswing:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:tempoRatio:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:thoraxAngularSpeed:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:thoraxAngularSpeed:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:thoraxLateralDrift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:thoraxLateralDrift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:thoraxLateralDrift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:toeLineAngle:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:trailElbowHeight:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:trailElbowHeight:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:trailElbowHeight:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:trailElbowHeight:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:trailFootFlare:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:trailWristFlexExt:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:trailWristFlexExt:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:trailWristFlexExt:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:trailWristFlexExt:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,metric:transitionPlaneDelta:P3,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,R1-R2,score_overall,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,pose_body_px_mean,0.0,4939
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,pose_body_px_p95,0.0,4939
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,pose_hands_px_mean,0.0,9030
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,pose_hands_px_p95,0.0,9030
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,pose_frames_common,215,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,club_theta_deg_median,0.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,club_theta_deg_p95,0.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,club_head_px_median,0.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,club_head_px_p95,0.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,club_frames_tracked_in_one_only,0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,ball_found_agreement,1.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,ball_pos_px_median,0.0,53
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,ball_launch_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,ball_launch_found_mismatch,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,phase_P00_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,phase_P01_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,phase_P02_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,phase_P05_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,phase_P07_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,phase_P08_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,phase_P09_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,phase_P12_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,phase_P13_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,phase_P14_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,phase_count_diff,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric_value_count_diff,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric_keys_only_in_first,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric_keys_only_in_second,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:attackAngle:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:ballPosition:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:clubAngularSpeed:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:clubheadPeakLead:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:clubheadSpeed:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:clubheadSpeed:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:clubheadSpeed:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:comOverLeadFoot:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:comOverLeadFoot:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:comOverLeadFoot:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:comOverLeadFoot:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:elbowAlignment:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:elbowAlignment:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:elbowAlignment:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:feetAlignment:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:feetAlignment:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:feetAlignment:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:handSpeed:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:handSpeed:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:handSpeed:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:headLift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:headLift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:headLift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:headSway:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:headSway:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:headSway:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:headTilt:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:headTilt:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:headTilt:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:hipLineTilt:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:hipLineTilt:P12,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:hipLineTilt:P13,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:hipLineTilt:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:hipLineTilt:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:hipLineTilt:P8,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:hipLineTilt:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:impactShaftLean:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:lagAngle:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:lagAngle:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:lagAngle:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadArmAngularSpeed:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadArmAngularSpeed:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadArmToTorso:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadArmToTorso:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadArmToTorso:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadArmToTorso:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadFootFlare:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadHandWidth:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadHandWidth:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadHandWidth:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadHandWidth:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadHeelLift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadHeelLift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadHeelLift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadKneeDrift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadKneeDrift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadKneeDrift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadUpperArmToChest:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadUpperArmToChest:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadUpperArmToChest:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:leadUpperArmToChest:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:pelvisAngularSpeed:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:pelvisAngularSpeed:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:pelvisLift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:pelvisLift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:pelvisLift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:pelvisSway:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:pelvisSway:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:pelvisSway:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:plumbBobDistance:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:plumbBobDistance:P12,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:plumbBobDistance:P13,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:plumbBobDistance:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:plumbBobDistance:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:plumbBobDistance:P8,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:plumbBobDistance:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:secondaryAxisTilt:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:secondaryAxisTilt:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:secondaryAxisTilt:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:shaftAngleVsHorizontal:P0,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:shaftAngleVsHorizontal:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:shaftAngleVsHorizontal:P5,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:shaftAngleVsHorizontal:P7,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:shoulderPlaneAngle:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:shoulderPlaneAngle:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:spineSideBend:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:spineSideBend:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:stanceWidth:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:stanceWidthMm:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:swingPlaneIotaBack:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:swingPlaneIotaDown:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:tempoBackswing:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:tempoRatio:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:thoraxAngularSpeed:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:thoraxAngularSpeed:P9,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:thoraxLateralDrift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:thoraxLateralDrift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:thoraxLateralDrift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:toeLineAngle:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:trailElbowHeight:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:trailElbowHeight:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:trailElbowHeight:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:trailFootFlare:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:trailWristFlexExt:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:trailWristFlexExt:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:trailWristFlexExt:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:trailWristFlexExt:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,metric:transitionPlaneDelta:P3,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,M1-M2,score_overall,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,pose_body_px_mean,0.0,4941
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,pose_body_px_p95,0.0,4941
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,pose_hands_px_mean,0.0,9030
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,pose_hands_px_p95,0.0,9030
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,pose_frames_common,215,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,club_theta_deg_median,0.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,club_theta_deg_p95,1.0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,club_head_px_median,1.7965,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,club_head_px_p95,18.7262,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,club_frames_tracked_in_one_only,0,745
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,ball_found_agreement,0.9889,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,ball_pos_px_median,0.7923,20
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,ball_launch_ms,294.745,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,ball_launch_found_mismatch,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,phase_P00_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,phase_P01_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,phase_P02_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,phase_P05_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,phase_P07_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,phase_P08_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,phase_P09_ms,0.31,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,phase_P12_ms,3.295,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,phase_P13_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,phase_P14_ms,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,phase_count_diff,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric_value_count_diff,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric_keys_only_in_first,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric_keys_only_in_second,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:attackAngle:P5,23.9176,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:ballPosition:P0,0.4891,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:clubAngularSpeed:P9,85.1229,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:clubheadPeakLead:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:clubheadSpeed:P0,0.0179,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:clubheadSpeed:P2,0.0406,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:clubheadSpeed:P5,0.89,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:comOverLeadFoot:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:comOverLeadFoot:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:comOverLeadFoot:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:comOverLeadFoot:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:elbowAlignment:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:elbowAlignment:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:feetAlignment:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:feetAlignment:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:feetAlignment:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:handSpeed:P0,0.0003,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:handSpeed:P2,0.0115,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:handSpeed:P5,0.1788,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:headLift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:headLift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:headLift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:headSway:P0,0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:headSway:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:headSway:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:headTilt:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:headTilt:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:headTilt:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:hipLineTilt:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:hipLineTilt:P12,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:hipLineTilt:P13,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:hipLineTilt:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:hipLineTilt:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:hipLineTilt:P8,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:hipLineTilt:P9,0.6736,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:impactShaftLean:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:lagAngle:P0,0.0146,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:lagAngle:P2,0.0224,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:lagAngle:P5,0.0248,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadArmAngularSpeed:P5,20.7658,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadArmAngularSpeed:P9,8.2127,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadArmToTorso:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadArmToTorso:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadArmToTorso:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadArmToTorso:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadFootFlare:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadHandWidth:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadHandWidth:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadHandWidth:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadHandWidth:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadHeelLift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadHeelLift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadHeelLift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadKneeDrift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadKneeDrift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadKneeDrift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadUpperArmToChest:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadUpperArmToChest:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadUpperArmToChest:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:leadUpperArmToChest:P7,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:pelvisAngularSpeed:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:pelvisAngularSpeed:P9,22.3357,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:pelvisLift:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:pelvisLift:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:pelvisLift:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:pelvisSway:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:pelvisSway:P2,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:pelvisSway:P5,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:plumbBobDistance:P0,0.0,
2026-07-05_Mark-Liversedge_Wrist_02/swing_0001,PR-PM,metric:plumbBobDistance:P12,0.0,
